FREQUENT ITEMSET =====>  OCCORRENZE
('letters', 'limit!', 'matt')  ========>  14
('days', 'make', 'tweeted')  ========>  8
end  ========>  12
('@justinbieber', 'knowing?', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'miles')  ========>  13
('hunter".', 'love', 'words')  ========>  14
('follow', 'miles', '♥♥♥♥how')  ========>  13
('travelblogger', 'vote', 'world')  ========>  28
('barometer', 'in.', 'wind')  ========>  7
('hunter".', 'limit!', 'words')  ========>  14
('miles', 'u.', '♥♥♥♥how')  ========>  13
('dreams,', 'support', 'yourself!')  ========>  25
('#getgarytonoonooswedding', '@garybarlow', 'harassed')  ========>  8
('!!', '@matthunter123', 'matt')  ========>  14
('away?', 'knowing?', 'miles')  ========>  13
in.  ========>  9
('feeling:', 'matt', 'words')  ========>  14
('love', 'miles', 'person')  ========>  13
('@justinbieber', 'love', '♥♥♥♥how')  ========>  13
('@feriafitur', 'vote', 'world')  ========>  28
('#getgarytonoonooswedding', 'days', 'tweeted')  ========>  8
('rain', 'wind', '°c.')  ========>  8
('en', 'la', 'la):')  ========>  18
('!!', '10', 'letters')  ========>  14
('mm.', 'today', '°c.')  ========>  8
('@garybarlow', 'days', 'tweeted')  ========>  8
('(la', 'en', 'la')  ========>  18
('#viña2015', 'en', 'mateo')  ========>  18
('barometer', 'mph', 'today')  ========>  11
('know,', 'me?', 'person')  ========>  13
('@matthunter123', 'love', 'matt')  ========>  14
('https://t.co/1bds2lfusd', 'song!', 'year,')  ========>  25
('away?', 'me?', 'miles')  ========>  13
('barometer', 'humidity', 'mph')  ========>  11
('know,', 'person', 'u.')  ========>  13
('en', 'la', 'merese')  ========>  18
('retweet', 'vote', 'world')  ========>  28
('girls', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('@matthunter123', 'hunter".', 'letters')  ========>  14
('#3', '@garybarlow', 'tweeted')  ========>  8
('support', 'year,', 'yourself!')  ========>  25
('#viña2015', 'la):', '👉abraham')  ========>  18
('limit!', 'love', 'matt')  ========>  14
('letters', 'love', 'matt')  ========>  14
('follow', 'https://t.co/1bds2lfusd', 'song!')  ========>  25
('#viña2015', 'en', 'girls')  ========>  18
('!!', 'limit!', 'matt')  ========>  14
('#viña2015', 'estar', 'la):')  ========>  18
('en', 'la', 'mateo')  ========>  18
('follow', 'love', '♡')  ========>  8
('!!', '@matthunter123', 'limit!')  ========>  14
('@justinbieber', 'me?', 'miles')  ========>  13
('girls', 'la', '👉abraham')  ========>  18
('#viña2015', 'estar', '👉abraham')  ========>  18
('(la', 'la', 'la):')  ========>  18
('mm.', 'temperature', '°c.')  ========>  8
('(la', 'estar', 'merese')  ========>  18
('@feriafitur', 'retweet', 'travelblogger')  ========>  28
('@justinbieber', 'person', '♥♥♥♥how')  ========>  13
('@real_liam_payne', 'stealing', 'ta')  ========>  19
('en', 'estar', 'mateo')  ========>  18
('big', 'dream', '❤')  ========>  13
('barometer', 'hpa,', 'wind')  ========>  7
('10', 'letters', 'words')  ========>  14
('fitur', 'retweet', 'travelblogger')  ========>  28
('in.', 'today', 'wind')  ========>  7
('@justinbieber', 'away?', 'person')  ========>  13
('!!', 'hunter".', 'love')  ========>  14
('follow', 'knowing?', 'love')  ========>  13
('en', 'girls', 'merese')  ========>  18
('batman,', 'lifes', 'saved')  ========>  13
('follow', 'song!', 'year,')  ========>  25
('america', 'latin', 'screams')  ========>  8
('2015', 'fitur', 'retweet')  ========>  28
('#3', 'relentlessly', 'tweeted')  ========>  8
('follow', 'know,', '♥♥♥♥how')  ========>  13
('@matthunter123', 'letters', 'matt')  ========>  14
dad  ========>  10
('in.', 'temperature', 'today')  ========>  7
('estar', 'la', 'merese')  ========>  18
('hunter".', 'letters', 'matt')  ========>  14
('http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
('dreams,', 'follow', 'year,')  ========>  25
('in.', 'temperature', 'wind')  ========>  7
('follow', 'know,', 'love')  ========>  13
('!!', '10', 'limit!')  ========>  14
('follow', 'life', 'queen')  ========>  9
('"2', '10', 'letters')  ========>  14
('humidity', 'mm.', 'temperature')  ========>  9
('mph', 'temperature', 'today')  ========>  11
('life', 'me♥', 'queen')  ========>  9
(":'(", '@justinbieber', '♡')  ========>  8
('@justinbieber', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', 'girls', 'mateo')  ========>  18
('days', 'relentlessly', 'tweeted')  ========>  8
me.  ========>  22
('idol', 'life', 'love')  ========>  9
('@garybarlow', 'make', 'relentlessly')  ========>  8
('@madisonellebeer', 'love', 'me♥')  ========>  9
('follow', 'me?', '♥♥♥♥how')  ========>  13
('humbly', 'killing', 'stealing')  ========>  19
('humidity', 'today', 'wind')  ========>  17
('#viña2015', 'mateo', 'merese')  ========>  18
('follow', 'love', '♥♥♥♥how')  ========>  13
('10', 'letters', 'limit!')  ========>  14
('hpa,', 'rain', 'today')  ========>  7
god  ========>  34
°c.  ========>  7
('in.', 'mph', 'today')  ========>  7
('girls', 'la', 'la):')  ========>  18
('dreams,', 'happy', 'support')  ========>  25
('@feriafitur', 'nelsoncarvalheiro', 'travelblogger')  ========>  28
('in.', 'rain', 'temperature')  ========>  7
('#3', 'make', 'tweeted')  ========>  8
😂😂😂  ========>  16
('girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('#viña2015', 'http://t.co/8tttpri3ag', 'la')  ========>  18
('"2', '10', 'love')  ========>  14
('me?', 'miles', '♥♥♥♥how')  ========>  13
('follow', 'miles', 'person')  ========>  13
('"2', '10', 'hunter".')  ========>  14
('estar', 'la):', 'merese')  ========>  18
('#job', '#jobs', 'alert:')  ========>  7
('fitur', 'nelsoncarvalheiro', 'retweet')  ========>  28
('@feriafitur', 'fitur', 'nelsoncarvalheiro')  ========>  28
dog  ========>  8
('@justinbieber', 'away?', 'me?')  ========>  13
('#viña2015', '(la', 'la):')  ========>  18
('#viña2015', 'en', 'http://t.co/8tttpri3ag')  ========>  18
('@madisonellebeer', 'idol', 'love')  ========>  9
(':)', 'me♥', 'queen')  ========>  9
me?  ========>  62
('in.', 'rain', 'wind')  ========>  7
('(la', 'estar', 'mateo')  ========>  18
('#3', 'days', 'tweeted')  ========>  8
('http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('happy', 'song!', 'support')  ========>  25
('#getgarytonoonooswedding', 'days', 'make')  ========>  8
('me?', 'person', 'u.')  ========>  13
('away?', 'follow', 'know,')  ========>  13
('away?', 'person', 'u.')  ========>  13
('!!', '"2', 'letters')  ========>  14
('hpa,', 'today', 'wind')  ========>  7
('#viña2015', 'girls', 'la):')  ========>  18
('happy', 'support', 'yourself!')  ========>  25
('**pic', 'heavy**', 'vendor')  ========>  12
('@matthunter123', 'feeling:', 'words')  ========>  14
('barometer', 'humidity', '°c.')  ========>  8
('humbly', 'idol', 'notice')  ========>  19
('#3', '@garybarlow', 'make')  ========>  8
(':)', 'follow', 'queen')  ========>  9
('barometer', 'rain', 'temperature')  ========>  16
tea  ========>  8
('temperature', 'today', 'wind')  ========>  17
('love', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'en', 'estar')  ========>  18
('humidity', 'rain', 'temperature')  ========>  16
('follow', 'happy', 'yourself!')  ========>  25
big  ========>  58
guy  ========>  9
('#viña2015', 'http://t.co/8tttpri3ag', 'merese')  ========>  18
('barometer', 'in.', 'mph')  ========>  7
('away?', 'know,', 'u.')  ========>  13
('!!', '"2', 'words')  ========>  14
('!!', 'matt', 'words')  ========>  14
('estar', 'la):', 'mateo')  ========>  18
('know,', 'love', 'u.')  ========>  13
('lifes', 'saved', '💪')  ========>  13
('@madisonellebeer', 'follow', 'me♥')  ========>  9
('(la', 'girls', 'http://t.co/8tttpri3ag')  ========>  18
('@justinbieber', 'know,', 'love')  ========>  13
it!  ========>  10
it,  ========>  16
('@justinbieber', 'follow', 'knowing?')  ========>  13
('away?', 'love', 'person')  ========>  13
('!!', 'letters', 'limit!')  ========>  14
run  ========>  13
boy  ========>  13
('mateo', 'merese', '👉abraham')  ========>  18
('10', '@matthunter123', 'words')  ========>  14
('@matthunter123', 'hunter".', 'limit!')  ========>  14
('follow', 'me?', 'u.')  ========>  13
('humidity', 'rain', '°c.')  ========>  8
('@justinbieber', 'know,', 'person')  ========>  13
('@justinbieber', 'me?', 'person')  ========>  13
(':)', 'love', 'me♥')  ========>  9
('feeling:', 'hunter".', 'limit!')  ========>  14
('@madisonellebeer', 'follow', 'idol')  ========>  9
('10', 'feeling:', 'matt')  ========>  14
('#getgarytonoonooswedding', '@garybarlow', 'tweeted')  ========>  8
('love', 'matt', 'words')  ========>  14
man  ========>  30
('fitur', 'nelsoncarvalheiro', 'vote')  ========>  28
('hpa,', 'temperature', 'wind')  ========>  7
('#viña2015', 'girls', 'merese')  ========>  18
('https://t.co/1bds2lfusd', 'year,', 'yourself!')  ========>  25
('#viña2015', 'girls', 'http://t.co/8tttpri3ag')  ========>  18
('!!', '@matthunter123', 'love')  ========>  14
('@matthunter123', 'limit!', 'words')  ========>  14
('barometer', 'rain', 'wind')  ========>  16
lot  ========>  16
('girls', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
('estar', 'girls', 'la')  ========>  18
('#getgarytonoonooswedding', '@garybarlow', 'relentlessly')  ========>  8
job  ========>  11
('away?', 'follow', 'me?')  ========>  13
('@justinbieber', 'love', 'person')  ========>  13
('fitur', 'travelblogger', 'world')  ========>  28
lil  ========>  7
('life', 'love', 'me♥')  ========>  9
('days', 'harassed', 'make')  ========>  8
ass  ========>  37
bed  ========>  26
('(la', 'estar', 'la):')  ========>  18
('idol', 'life', 'queen')  ========>  9
('@feriafitur', 'retweet', 'vote')  ========>  28
('"2', 'feeling:', 'words')  ========>  14
('flipkart,12%on', 'snapdeal.', 'upto15%on')  ========>  14
('know,', 'knowing?', 'person')  ========>  13
('#getgarytonoonooswedding', 'days', 'relentlessly')  ========>  8
(':)', 'idol', 'love')  ========>  9
('follow', 'life', 'love')  ========>  10
('http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('fitur', 'vote', 'world')  ========>  28
('knowing?', 'person', 'u.')  ========>  13
('girls', 'http://t.co/8tttpri3ag', 'la')  ========>  18
('#3', 'harassed', 'tweeted')  ========>  8
('estar', 'la):', '👉abraham')  ========>  18
('@matthunter123', 'letters', 'words')  ========>  14
('estar', 'mateo', 'merese')  ========>  18
('"2', 'love', 'matt')  ========>  14
('#viña2015', 'la', '👉abraham')  ========>  18
('love', 'me?', '♥♥♥♥how')  ========>  13
('killing', 'notice', 'ta')  ========>  19
('"2', 'feeling:', 'hunter".')  ========>  14
('mph', 'rain', 'wind')  ========>  11
('follow', 'know,', 'me?')  ========>  13
(":'(", 'love', '♡')  ========>  8
('latin', 'otrat', 'screams')  ========>  8
('barometer', 'temperature', 'today')  ========>  16
('humidity', 'temperature', 'wind')  ========>  16
('@real_liam_payne', 'killing', 'stealing')  ========>  19
che  ========>  13
('barometer', 'temperature', 'wind')  ========>  16
('@real_liam_payne', 'humbly', 'idol')  ========>  19
('"2', 'feeling:', 'matt')  ========>  14
(":'(", 'follow', 'love')  ========>  8
('cashback', 'myntra.', 'of10.5%on')  ========>  14
('http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('2015', 'fitur', 'vote')  ========>  28
('humidity', 'mph', 'today')  ========>  11
('humbly', 'idol', 'stealing')  ========>  19
('dreams,', 'follow', 'https://t.co/1bds2lfusd')  ========>  25
('!!', 'letters', 'matt')  ========>  14
('"2', '10', 'words')  ========>  14
('days', 'harassed', 'relentlessly')  ========>  8
('rain', 'today', '°c.')  ========>  8
('(la', 'la', '👉abraham')  ========>  18
('knowing?', 'miles', '♥♥♥♥how')  ========>  13
('en', 'girls', 'la):')  ========>  18
bad  ========>  34
('follow', '▶', '◀')  ========>  13
('hunter".', 'love', 'matt')  ========>  14
('2015', '@feriafitur', 'vote')  ========>  28
('feeling:', 'letters', 'words')  ========>  14
('feeling:', 'hunter".', 'love')  ========>  14
('away?', 'knowing?', 'love')  ========>  13
('away?', 'know,', 'me?')  ========>  13
('(la', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
('estar', 'girls', 'mateo')  ========>  18
('(la', 'estar', 'la')  ========>  18
('knowing?', 'me?', 'u.')  ========>  13
('10', 'feeling:', 'letters')  ========>  14
('@justinbieber', 'follow', 'me?')  ========>  13
('song!', 'support', 'year,')  ========>  25
('follow', 'know,', 'person')  ========>  13
('@garybarlow', 'relentlessly', 'tweeted')  ========>  8
('la):', 'merese', '👉abraham')  ========>  18
('en', 'estar', '👉abraham')  ========>  18
('idol', 'killing', 'ta')  ========>  19
('"2', '@matthunter123', 'love')  ========>  14
('humbly', 'notice', 'stealing')  ========>  19
('#getgarytonoonooswedding', 'harassed', 'make')  ========>  8
('#viña2015', '(la', 'merese')  ========>  18
('10', 'hunter".', 'love')  ========>  14
('#jobs', '#retail', '#tweetmyjobs')  ========>  8
('"@shotsafadin:', '@madisonellebeer', 'quote')  ========>  11
bro  ========>  9
('!!', '10', 'words')  ========>  14
('https://t.co/1bds2lfusd', 'song!', 'support')  ========>  25
('me?', 'miles', 'person')  ========>  13
('#viña2015', 'girls', 'la')  ========>  18
('in.', 'mph', 'rain')  ========>  7
('know,', 'love', 'person')  ========>  13
('today', 'wind', '°c.')  ========>  8
('girls', 'la', 'merese')  ========>  18
fan  ========>  19
pls  ========>  27
('!!', '@matthunter123', 'letters')  ========>  14
('@justinbieber', 'know,', 'u.')  ========>  13
('follow', 'me♥', 'queen')  ========>  9
('(la', 'merese', '👉abraham')  ========>  18
('#viña2015', 'mateo', '👉abraham')  ========>  18
('humidity', 'in.', 'temperature')  ========>  7
('dreams,', 'https://t.co/1bds2lfusd', 'year,')  ========>  25
('#getgarytonoonooswedding', 'harassed', 'relentlessly')  ========>  8
(':)', '@madisonellebeer', 'follow')  ========>  9
('@matthunter123', 'love', 'words')  ========>  14
('love', 'person', '♥♥♥♥how')  ========>  13
('@feriafitur', 'fitur', 'retweet')  ========>  28
('barometer', 'in.', 'rain')  ========>  7
('"2', 'love', 'words')  ========>  14
mom  ========>  12
('estar', 'la', 'mateo')  ========>  18
('#3', '#getgarytonoonooswedding', 'make')  ========>  8
('!!', 'hunter".', 'words')  ========>  14
('humidity', 'rain', 'today')  ========>  16
('me?', 'miles', 'u.')  ========>  13
('make', 'relentlessly', 'tweeted')  ========>  8
('fitur', 'retweet', 'vote')  ========>  28
('"2', 'feeling:', 'letters')  ========>  14
('@justinbieber', 'know,', 'miles')  ========>  13
('in.', 'mph', 'temperature')  ========>  7
('(la', 'girls', 'merese')  ========>  18
('girls', 'la):', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:')  ========>  14
('@madisonellebeer', 'me♥', 'queen')  ========>  9
('(la', 'mateo', 'merese')  ========>  18
set  ========>  7
('humbly', 'idol', 'killing')  ========>  19
('10', '@matthunter123', 'matt')  ========>  14
('@matthunter123', 'feeling:', 'letters')  ========>  14
('@madisonellebeer', 'life', 'queen')  ========>  9
('know,', 'knowing?', 'miles')  ========>  13
('(la', 'la', 'mateo')  ========>  18
('#viña2015', '(la', 'mateo')  ========>  18
('feeling:', 'limit!', 'words')  ========>  14
('barometer', 'rain', '°c.')  ========>  8
('feeling:', 'limit!', 'love')  ========>  14
('2015', 'nelsoncarvalheiro', 'world')  ========>  28
('feeling:', 'love', 'words')  ========>  14
('feeling:', 'letters', 'love')  ========>  14
('"2', '10', 'limit!')  ========>  14
die  ========>  11
('barometer', 'mm.', 'wind')  ========>  10
('know,', 'person', '♥♥♥♥how')  ========>  13
('rain', 'temperature', '°c.')  ========>  8
('hunter".', 'limit!', 'love')  ========>  14
('away?', 'miles', '♥♥♥♥how')  ========>  13
('follow', 'idol', 'love')  ========>  9
('humidity', 'mm.', 'wind')  ========>  10
('#3', '#getgarytonoonooswedding', 'tweeted')  ========>  8
('know,', 'me?', 'miles')  ========>  13
('happy', 'https://t.co/1bds2lfusd', 'yourself!')  ========>  25
('!!', '"2', 'feeling:')  ========>  14
('#viña2015', 'la', 'mateo')  ========>  18
('#viña2015', 'en', 'estar')  ========>  18
('nelsoncarvalheiro', 'retweet', 'vote')  ========>  28
(":'(", '@justinbieber', 'follow')  ========>  8
('en', 'estar', 'la')  ========>  18
('know,', 'knowing?', 'u.')  ========>  13
('"2', 'letters', 'words')  ========>  14
('feeling:', 'letters', 'matt')  ========>  14
('(la', 'estar', 'http://t.co/8tttpri3ag')  ========>  18
('away?', 'follow', 'u.')  ========>  13
('dreams,', 'follow', 'yourself!')  ========>  25
('@garybarlow', 'days', 'make')  ========>  8
('#viña2015', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
(':)', 'follow', 'idol')  ========>  9
('#viña2015', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('"2', 'feeling:', 'love')  ========>  14
